交易 #,类型,日期和时间,信号,价格 USD,仓位大小（数量）,仓位大小（价值）,净损益 USD,净损益 %,有利波动 USD,有利波动 %,不利波动 USD,不利波动 %,累计P&L USD,累计P&L %
237,空头出场,2023-07-17 11:02,✅移动止盈,1952.23,1,1950.95,-1.28,-0.07,0.39,0.02,-1.31,-0.07,93.29,0.93
237,空头进场,2023-07-17 10:02,①挂空,1950.95,1,1950.95,-1.28,-0.07,0.39,0.02,-1.31,-0.07,93.29,0.93
238,多头出场,2023-07-18 15:02,✅移动止盈,1964.12,1,1959.9,4.22,0.22,12.26,0.63,-2.12,-0.11,97.51,0.98
238,多头进场,2023-07-18 06:02,①挂多,1959.9,1,1959.9,4.22,0.22,12.26,0.63,-2.12,-0.11,97.51,0.98
239,多头出场,2023-07-27 16:02,❌止损,1952.05,1,1984.42,-32.37,-1.63,3.04,0.15,-32.37,-1.63,65.14,0.65
239,多头进场,2023-07-20 04:02,①挂多,1984.42,1,1984.42,-32.37,-1.63,3.04,0.15,-32.37,-1.63,65.14,0.65
240,空头出场,2023-08-01 19:02,✅移动止盈,1944.18,1,1942.62,-1.56,-0.08,1.11,0.06,-1.56,-0.08,63.58,0.64
240,空头进场,2023-08-01 18:02,①挂空,1942.62,1,1942.62,-1.56,-0.08,1.11,0.06,-1.56,-0.08,63.58,0.64
241,多头出场,2023-08-03 15:02,①挂空,1930.91,1,1938.45,-7.54,-0.39,0,0.00,-7.54,-0.39,56.04,0.56
241,多头进场,2023-08-03 15:02,①挂多,1938.45,1,1938.45,-7.54,-0.39,0,0.00,-7.54,-0.39,56.04,0.56
242,多头出场,2023-08-09 18:02,❌止损,1915.86,1,1932.06,-16.2,-0.84,0.33,0.02,-16.2,-0.84,39.84,0.40
242,多头进场,2023-08-09 08:02,①挂多,1932.06,1,1932.06,-16.2,-0.84,0.33,0.02,-16.2,-0.84,39.84,0.40
243,空头出场,2023-08-10 19:02,✅移动止盈,1920,1,1913.6,-6.4,-0.33,0.7,0.04,-6.85,-0.36,33.44,0.33
243,空头进场,2023-08-10 18:02,①挂空,1913.6,1,1913.6,-6.4,-0.33,0.7,0.04,-6.85,-0.36,33.44,0.33
244,多头出场,2023-08-14 15:02,❌止损,1907.86,1,1919.87,-12.01,-0.63,0.79,0.04,-12.01,-0.63,21.43,0.21
244,多头进场,2023-08-11 16:02,①挂多,1919.87,1,1919.87,-12.01,-0.63,0.79,0.04,-12.01,-0.63,21.43,0.21
245,空头出场,2023-08-15 14:02,✅移动止盈,1902.98,1,1902.74,-0.24,-0.01,0.14,0.01,-0.24,-0.01,21.19,0.21
245,空头进场,2023-08-15 13:02,①挂空,1902.74,1,1902.74,-0.24,-0.01,0.14,0.01,-0.24,-0.01,21.19,0.21
246,空头出场,2023-08-16 22:02,✅移动止盈,1894.78,1,1896.36,1.58,0.08,1.74,0.09,0,0.00,22.77,0.23
246,空头进场,2023-08-16 21:02,①挂空,1896.36,1,1896.36,1.58,0.08,1.74,0.09,0,0.00,22.77,0.23
247,多头出场,2023-08-21 04:02,❌止损,1885.02,1,1899.68,-14.66,-0.77,3.76,0.20,-14.66,-0.77,8.11,0.08
247,多头进场,2023-08-17 15:02,①挂多,1899.68,1,1899.68,-14.66,-0.77,3.76,0.20,-14.66,-0.77,8.11,0.08
248,多头出场,2023-08-24 15:02,✅移动止盈,1914.1,1,1898.78,15.32,0.81,24.14,1.27,-9.62,-0.51,23.43,0.23
248,多头进场,2023-08-22 09:02,①挂多,1898.78,1,1898.78,15.32,0.81,24.14,1.27,-9.62,-0.51,23.43,0.23
249,多头出场,2023-08-31 18:02,✅移动止盈,1940.17,1,1922.36,17.81,0.93,26.74,1.39,-7.9,-0.41,41.24,0.41
249,多头进场,2023-08-28 18:02,①挂多,1922.36,1,1922.36,17.81,0.93,26.74,1.39,-7.9,-0.41,41.24,0.41
250,空头出场,2023-09-06 01:02,✅移动止盈,1926.31,1,1925.37,-0.94,-0.05,0.01,0.00,-0.94,-0.05,40.3,0.40
250,空头进场,2023-09-05 23:02,①挂空,1925.37,1,1925.37,-0.94,-0.05,0.01,0.00,-0.94,-0.05,40.3,0.40
251,空头出场,2023-09-06 16:02,✅移动止盈,1921.82,1,1922.54,0.72,0.04,0.72,0.04,0,0.00,41.02,0.41
251,空头进场,2023-09-06 15:02,①挂空,1922.54,1,1922.54,0.72,0.04,0.72,0.04,0,0.00,41.02,0.41
252,多头出场,2023-09-12 14:02,❌止损,1913.84,1,1929.18,-15.34,-0.80,0.96,0.05,-15.34,-0.80,25.68,0.26
252,多头进场,2023-09-11 16:02,①挂多,1929.18,1,1929.18,-15.34,-0.80,0.96,0.05,-15.34,-0.80,25.68,0.26
253,空头出场,2023-09-13 16:02,✅移动止盈,1913.03,1,1907.64,-5.39,-0.28,2.05,0.11,-5.39,-0.28,20.29,0.20
253,空头进场,2023-09-13 15:02,①挂空,1907.64,1,1907.64,-5.39,-0.28,2.05,0.11,-5.39,-0.28,20.29,0.20
254,空头出场,2023-09-14 03:02,✅移动止盈,1909.07,1,1907.64,-1.43,-0.07,0.1,0.01,-2,-0.10,18.86,0.19
254,空头进场,2023-09-14 02:02,①挂空,1907.64,1,1907.64,-1.43,-0.07,0.1,0.01,-2,-0.10,18.86,0.19
255,空头出场,2023-09-14 09:02,✅移动止盈,1908.02,1,1907.64,-0.38,-0.02,0.01,0.00,-0.4,-0.02,18.48,0.18
255,空头进场,2023-09-14 08:02,①挂空,1907.64,1,1907.64,-0.38,-0.02,0.01,0.00,-0.4,-0.02,18.48,0.18
256,多头出场,2023-09-15 18:02,✅移动止盈,1925.82,1,1919.57,6.25,0.33,10.82,0.56,-3.49,-0.18,24.73,0.25
256,多头进场,2023-09-15 14:02,①挂多,1919.57,1,1919.57,6.25,0.33,10.82,0.56,-3.49,-0.18,24.73,0.25
257,多头出场,2023-09-19 16:02,✅移动止盈,1932.95,1,1930.39,2.56,0.13,7.02,0.36,-7.52,-0.39,27.29,0.27
257,多头进场,2023-09-18 08:02,①挂多,1930.39,1,1930.39,2.56,0.13,7.02,0.36,-7.52,-0.39,27.29,0.27
258,空头出场,2023-09-20 11:02,✅移动止盈,1929.1,1,1929.81,0.71,0.04,1.86,0.10,0,0.00,28,0.28
258,空头进场,2023-09-20 10:02,①挂空,1929.81,1,1929.81,0.71,0.04,1.86,0.10,0,0.00,28,0.28
259,空头出场,2023-09-21 01:02,✅移动止盈,1930.31,1,1930.99,0.68,0.04,1.81,0.09,0,0.00,28.68,0.29
259,空头进场,2023-09-20 23:02,①挂空,1930.99,1,1930.99,0.68,0.04,1.81,0.09,0,0.00,28.68,0.29
260,多头出场,2023-09-26 15:02,❌止损,1905.71,1,1926.09,-20.38,-1.06,3.01,0.16,-20.38,-1.06,8.3,0.08
260,多头进场,2023-09-22 10:02,①挂多,1926.09,1,1926.09,-20.38,-1.06,3.01,0.16,-20.38,-1.06,8.3,0.08
261,空头出场,2023-09-27 08:02,✅移动止盈,1897.3,1,1899.12,1.82,0.10,2.56,0.13,0,0.00,10.12,0.10
261,空头进场,2023-09-27 07:02,①挂空,1899.12,1,1899.12,1.82,0.10,2.56,0.13,0,0.00,10.12,0.10
262,多头出场,2023-09-28 15:02,①挂空,1872.54,1,1878.26,-5.72,-0.30,1.27,0.07,-5.72,-0.30,4.4,0.04
262,多头进场,2023-09-28 15:02,①挂多,1878.26,1,1878.26,-5.72,-0.30,1.27,0.07,-5.72,-0.30,4.4,0.04
263,空头出场,2023-10-02 12:02,✅移动止盈,1839.15,1,1839.24,0.09,0.00,0.1,0.01,-3.97,-0.22,4.49,0.04
263,空头进场,2023-10-02 11:02,①挂空,1839.24,1,1839.24,0.09,0.00,0.1,0.01,-3.97,-0.22,4.49,0.04
264,空头出场,2023-10-02 20:02,✅移动止盈,1831.36,1,1831.12,-0.24,-0.01,0.66,0.04,-0.26,-0.01,4.25,0.04
264,空头进场,2023-10-02 19:02,①挂空,1831.12,1,1831.12,-0.24,-0.01,0.66,0.04,-0.26,-0.01,4.25,0.04
265,多头出场,2023-10-06 15:02,❌止损,1812.08,1,1829.12,-17.04,-0.93,4.24,0.23,-17.04,-0.93,-12.79,-0.13
265,多头进场,2023-10-03 15:02,①挂多,1829.12,1,1829.12,-17.04,-0.93,4.24,0.23,-17.04,-0.93,-12.79,-0.13
266,多头出场,2023-10-12 17:02,✅移动止盈,1872.66,1,1855.6,17.06,0.92,29.35,1.58,-2.6,-0.14,4.27,0.04
266,多头进场,2023-10-09 21:02,①挂多,1855.6,1,1855.6,17.06,0.92,29.35,1.58,-2.6,-0.14,4.27,0.04
267,多头出场,2023-10-24 13:02,✅移动止盈,1964.19,1,1932.3,31.89,1.65,64.87,3.36,0,0.00,36.16,0.36
267,多头进场,2023-10-18 04:02,①挂多,1932.3,1,1932.3,31.89,1.65,64.87,3.36,0,0.00,36.16,0.36
268,多头出场,2023-10-24 23:02,✅移动止盈,1971.02,1,1966.8,4.22,0.21,10.76,0.55,0,0.00,40.38,0.40
268,多头进场,2023-10-24 18:02,①挂多,1966.8,1,1966.8,4.22,0.21,10.76,0.55,0,0.00,40.38,0.40
269,多头出场,2023-10-30 00:02,✅移动止盈,1998.63,1,1987.24,11.39,0.57,22.12,1.11,-15.38,-0.77,51.77,0.52
269,多头进场,2023-10-26 06:02,①挂多,1987.24,1,1987.24,11.39,0.57,22.12,1.11,-15.38,-0.77,51.77,0.52
270,空头出场,2023-10-31 19:02,✅移动止盈,1989.02,1,1990.92,1.9,0.10,4.2,0.21,0,0.00,53.67,0.54
270,空头进场,2023-10-31 18:02,①挂空,1990.92,1,1990.92,1.9,0.10,4.2,0.21,0,0.00,53.67,0.54
271,多头出场,2023-11-07 14:02,❌止损,1959.27,1,1992.02,-32.75,-1.64,12.07,0.61,-32.75,-1.64,20.92,0.21
271,多头进场,2023-11-03 14:02,①挂多,1992.02,1,1992.02,-32.75,-1.64,12.07,0.61,-32.75,-1.64,20.92,0.21
272,空头出场,2023-11-08 13:02,✅移动止盈,1962.35,1,1961.82,-0.53,-0.03,2.28,0.12,-0.53,-0.03,20.39,0.20
272,空头进场,2023-11-08 12:02,①挂空,1961.82,1,1961.82,-0.53,-0.03,2.28,0.12,-0.53,-0.03,20.39,0.20
273,空头出场,2023-11-08 17:02,✅移动止盈,1958.76,1,1961.82,3.06,0.16,3.15,0.16,0,0.00,23.45,0.23
273,空头进场,2023-11-08 16:02,①挂空,1961.82,1,1961.82,3.06,0.16,3.15,0.16,0,0.00,23.45,0.23
274,空头出场,2023-11-08 22:02,✅移动止盈,1947.83,1,1950.93,3.1,0.16,3.41,0.17,0,0.00,26.55,0.27
274,空头进场,2023-11-08 21:02,①挂空,1950.93,1,1950.93,3.1,0.16,3.41,0.17,0,0.00,26.55,0.27
275,多头出场,2023-11-09 17:02,✅移动止盈,1956.16,1,1950.52,5.64,0.29,8.31,0.43,0,0.00,32.19,0.32
275,多头进场,2023-11-09 16:02,①挂多,1950.52,1,1950.52,5.64,0.29,8.31,0.43,0,0.00,32.19,0.32
276,空头出场,2023-11-10 17:02,✅移动止盈,1942.75,1,1944.82,2.07,0.11,3.63,0.19,0,0.00,34.26,0.34
276,空头进场,2023-11-10 16:02,①挂空,1944.82,1,1944.82,2.07,0.11,3.63,0.19,0,0.00,34.26,0.34
277,空头出场,2023-11-13 17:02,✅移动止盈,1933.13,1,1933.04,-0.09,0.00,1.32,0.07,-0.12,-0.01,34.17,0.34
277,空头进场,2023-11-13 16:02,①挂空,1933.04,1,1933.04,-0.09,0.00,1.32,0.07,-0.12,-0.01,34.17,0.34
278,多头出场,2023-11-14 04:02,✅移动止盈,1944.81,1,1941.96,2.85,0.15,7.24,0.37,0,0.00,37.02,0.37
278,多头进场,2023-11-13 18:02,①挂多,1941.96,1,1941.96,2.85,0.15,7.24,0.37,0,0.00,37.02,0.37
279,多头出场,2023-11-17 16:02,✅移动止盈,1979.47,1,1970.96,8.51,0.43,22.46,1.14,-15.52,-0.79,45.53,0.46
279,多头进场,2023-11-15 09:02,①挂多,1970.96,1,1970.96,8.51,0.43,22.46,1.14,-15.52,-0.79,45.53,0.46
280,空头出场,2023-11-17 20:02,✅移动止盈,1981.35,1,1979.43,-1.92,-0.10,0.79,0.04,-1.92,-0.10,43.61,0.44
280,空头进场,2023-11-17 19:02,①挂空,1979.43,1,1979.43,-1.92,-0.10,0.79,0.04,-1.92,-0.10,43.61,0.44
281,空头出场,2023-11-20 14:02,✅移动止盈,1973.29,1,1973.46,0.17,0.01,1.2,0.06,0,0.00,43.78,0.44
281,空头进场,2023-11-20 13:02,①挂空,1973.46,1,1973.46,0.17,0.01,1.2,0.06,0,0.00,43.78,0.44
282,空头出场,2023-11-22 16:02,✅移动止盈,1999.73,1,1999.1,-0.63,-0.03,2.26,0.11,-0.63,-0.03,43.15,0.43
282,空头进场,2023-11-22 15:02,①挂空,1999.1,1,1999.1,-0.63,-0.03,2.26,0.11,-0.63,-0.03,43.15,0.43
283,多头出场,2023-11-27 04:02,✅移动止盈,2008.43,1,2003.22,5.21,0.26,14.97,0.75,-6.03,-0.30,48.36,0.48
283,多头进场,2023-11-24 17:02,①挂多,2003.22,1,2003.22,5.21,0.26,14.97,0.75,-6.03,-0.30,48.36,0.48
284,空头出场,2023-11-27 19:02,✅移动止盈,2010.7,1,2008.77,-1.93,-0.10,3.05,0.15,-1.93,-0.10,46.43,0.46
284,空头进场,2023-11-27 18:02,①挂空,2008.77,1,2008.77,-1.93,-0.10,3.05,0.15,-1.93,-0.10,46.43,0.46
285,空头出场,2023-11-29 10:02,✅移动止盈,2043.1,1,2043.02,-0.08,0.00,1.92,0.09,-0.08,0.00,46.35,0.46
285,空头进场,2023-11-29 09:02,①挂空,2043.02,1,2043.02,-0.08,0.00,1.92,0.09,-0.08,0.00,46.35,0.46
286,空头出场,2023-11-29 12:02,✅移动止盈,2038.22,1,2043.02,4.8,0.23,7.61,0.37,0,0.00,51.15,0.51
286,空头进场,2023-11-29 11:02,①挂空,2043.02,1,2043.02,4.8,0.23,7.61,0.37,0,0.00,51.15,0.51
287,多头出场,2023-11-30 16:02,❌止损,2033.81,1,2046.92,-13.11,-0.64,2.63,0.13,-13.11,-0.64,38.04,0.38
287,多头进场,2023-11-29 20:02,①挂多,2046.92,1,2046.92,-13.11,-0.64,2.63,0.13,-13.11,-0.64,38.04,0.38
288,空头出场,2023-12-05 17:02,✅移动止盈,2023.83,1,2020.15,-3.68,-0.18,4.66,0.23,-3.73,-0.18,34.36,0.34
288,空头进场,2023-12-05 16:02,①挂空,2020.15,1,2020.15,-3.68,-0.18,4.66,0.23,-3.73,-0.18,34.36,0.34
289,多头出场,2023-12-08 19:02,❌止损,1996.54,1,2030.86,-34.32,-1.69,9.06,0.45,-34.32,-1.69,0.04,0.00
289,多头进场,2023-12-06 09:02,①挂多,2030.86,1,2030.86,-34.32,-1.69,9.06,0.45,-34.32,-1.69,0.04,0.00
290,空头出场,2023-12-11 17:02,✅移动止盈,1986.42,1,1991.32,4.9,0.25,4.97,0.25,0,0.00,4.94,0.05
290,空头进场,2023-12-11 16:02,①挂空,1991.32,1,1991.32,4.9,0.25,4.97,0.25,0,0.00,4.94,0.05
291,多头出场,2023-12-29 15:02,✅移动止盈,2058.37,1,2039.3,19.07,0.94,49.18,2.41,-23.71,-1.16,24.01,0.24
291,多头进场,2023-12-14 10:02,①挂多,2039.3,1,2039.3,19.07,0.94,49.18,2.41,-23.71,-1.16,24.01,0.24
292,多头出场,2024-01-02 13:02,✅移动止盈,2072.29,1,2068.89,3.4,0.16,9.99,0.48,-4.85,-0.23,27.41,0.27
292,多头进场,2024-01-02 03:02,①挂多,2068.89,1,2068.89,3.4,0.16,9.99,0.48,-4.85,-0.23,27.41,0.27
293,多头出场,2024-01-02 17:02,❌止损,2057.65,1,2068.89,-11.24,-0.54,2.21,0.11,-11.24,-0.54,16.17,0.16
293,多头进场,2024-01-02 15:02,①挂多,2068.89,1,2068.89,-11.24,-0.54,2.21,0.11,-11.24,-0.54,16.17,0.16
294,空头出场,2024-01-08 08:02,✅移动止盈,2030.7,1,2030.6,-0.1,0.00,3.54,0.17,-0.19,-0.01,16.07,0.16
294,空头进场,2024-01-08 07:02,①挂空,2030.6,1,2030.6,-0.1,0.00,3.54,0.17,-0.19,-0.01,16.07,0.16
295,多头出场,2024-01-12 15:02,✅移动止盈,2045.52,1,2031.74,13.78,0.68,21.92,1.08,-18.38,-0.90,29.85,0.30
295,多头进场,2024-01-08 17:02,①挂多,2031.74,1,2031.74,13.78,0.68,21.92,1.08,-18.38,-0.90,29.85,0.30
296,空头出场,2024-01-12 20:02,✅移动止盈,2044.02,1,2044.41,0.39,0.02,2.96,0.14,0,0.00,30.24,0.30
296,空头进场,2024-01-12 19:02,①挂空,2044.41,1,2044.41,0.39,0.02,2.96,0.14,0,0.00,30.24,0.30
297,空头出场,2024-01-16 11:02,✅移动止盈,2043.15,1,2044.41,1.26,0.06,2.23,0.11,0,0.00,31.5,0.32
297,空头进场,2024-01-16 10:02,①挂空,2044.41,1,2044.41,1.26,0.06,2.23,0.11,0,0.00,31.5,0.32
298,空头出场,2024-01-16 20:02,✅移动止盈,2025.85,1,2031.41,5.56,0.27,6.43,0.32,0,0.00,37.06,0.37
298,空头进场,2024-01-16 19:02,①挂空,2031.41,1,2031.41,5.56,0.27,6.43,0.32,0,0.00,37.06,0.37
299,多头出场,2024-01-19 16:02,✅移动止盈,2034.96,1,2014.13,20.83,1.03,25.07,1.24,-6.32,-0.31,57.89,0.58
299,多头进场,2024-01-18 15:02,①挂多,2014.13,1,2014.13,20.83,1.03,25.07,1.24,-6.32,-0.31,57.89,0.58
300,空头出场,2024-01-22 08:02,✅移动止盈,2023.42,1,2023.27,-0.15,-0.01,1.38,0.07,-0.17,-0.01,57.74,0.58
300,空头进场,2024-01-22 07:02,①挂空,2023.27,1,2023.27,-0.15,-0.01,1.38,0.07,-0.17,-0.01,57.74,0.58
301,多头出场,2024-01-25 15:02,❌止损,2010.32,1,2030.14,-19.82,-0.98,7.68,0.38,-19.82,-0.98,37.92,0.38
301,多头进场,2024-01-23 07:02,①挂多,2030.14,1,2030.14,-19.82,-0.98,7.68,0.38,-19.82,-0.98,37.92,0.38
302,多头出场,2024-01-29 16:02,✅移动止盈,2030.07,1,2026.65,3.42,0.17,10.93,0.54,-1.91,-0.09,41.34,0.41
302,多头进场,2024-01-29 06:02,①挂多,2026.65,1,2026.65,3.42,0.17,10.93,0.54,-1.91,-0.09,41.34,0.41
303,多头出场,2024-01-30 01:02,✅移动止盈,2030.07,1,2026.65,3.42,0.17,8.59,0.42,-2.56,-0.13,44.76,0.45
303,多头进场,2024-01-29 18:02,①挂多,2026.65,1,2026.65,3.42,0.17,8.59,0.42,-2.56,-0.13,44.76,0.45
304,多头出场,2024-01-30 17:02,✅移动止盈,2041.7,1,2040.36,1.34,0.07,8.26,0.40,0,0.00,46.1,0.46
304,多头进场,2024-01-30 16:02,①挂多,2040.36,1,2040.36,1.34,0.07,8.26,0.40,0,0.00,46.1,0.46
305,多头出场,2024-01-31 18:02,✅移动止盈,2051.72,1,2040.36,11.36,0.56,15.66,0.77,-4.31,-0.21,57.46,0.57
305,多头进场,2024-01-31 10:02,①挂多,2040.36,1,2040.36,11.36,0.56,15.66,0.77,-4.31,-0.21,57.46,0.57
306,空头出场,2024-02-05 09:02,✅移动止盈,2030.87,1,2027.87,-3,-0.15,1.1,0.05,-3,-0.15,54.46,0.54
306,空头进场,2024-02-05 08:02,①挂空,2027.87,1,2027.87,-3,-0.15,1.1,0.05,-3,-0.15,54.46,0.54
307,多头出场,2024-02-06 19:02,✅移动止盈,2032.28,1,2023.78,8.5,0.42,15.12,0.75,-0.86,-0.04,62.96,0.63
307,多头进场,2024-02-05 19:02,①挂多,2023.78,1,2023.78,8.5,0.42,15.12,0.75,-0.86,-0.04,62.96,0.63
308,空头出场,2024-02-07 11:02,✅移动止盈,2032.87,1,2032.1,-0.77,-0.04,0.86,0.04,-0.79,-0.04,62.19,0.62
308,空头进场,2024-02-07 10:02,①挂空,2032.1,1,2032.1,-0.77,-0.04,0.86,0.04,-0.79,-0.04,62.19,0.62
309,多头出场,2024-02-07 17:02,✅移动止盈,2041.07,1,2038.9,2.17,0.11,5.7,0.28,0,0.00,64.36,0.64
309,多头进场,2024-02-07 16:02,①挂多,2038.9,1,2038.9,2.17,0.11,5.7,0.28,0,0.00,64.36,0.64
310,多头出场,2024-02-08 07:02,❌止损,2031.57,1,2038.9,-7.33,-0.36,2.05,0.10,-7.33,-0.36,57.03,0.57
310,多头进场,2024-02-07 18:02,①挂多,2038.9,1,2038.9,-7.33,-0.36,2.05,0.10,-7.33,-0.36,57.03,0.57
311,多头出场,2024-02-12 16:02,❌止损,2018.03,1,2033.96,-15.93,-0.78,3.29,0.16,-15.93,-0.78,41.1,0.41
311,多头进场,2024-02-08 20:02,①挂多,2033.96,1,2033.96,-15.93,-0.78,3.29,0.16,-15.93,-0.78,41.1,0.41
312,空头出场,2024-02-14 17:02,✅移动止盈,1985.74,1,1986.12,0.38,0.02,0.78,0.04,0,0.00,41.48,0.41
312,空头进场,2024-02-14 16:02,①挂空,1986.12,1,1986.12,0.38,0.02,0.78,0.04,0,0.00,41.48,0.41
313,多头出场,2024-02-15 15:02,✅移动止盈,1995.72,1,1993.4,2.32,0.12,5.7,0.29,-3.75,-0.19,43.8,0.44
313,多头进场,2024-02-14 18:02,①挂多,1993.4,1,1993.4,2.32,0.12,5.7,0.29,-3.75,-0.19,43.8,0.44
314,空头出场,2024-02-16 16:02,✅移动止盈,2003.22,1,1995.7,-7.52,-0.38,0.59,0.03,-7.56,-0.38,36.28,0.36
314,空头进场,2024-02-16 15:02,①挂空,1995.7,1,1995.7,-7.52,-0.38,0.59,0.03,-7.56,-0.38,36.28,0.36
315,多头出场,2024-02-21 10:02,✅移动止盈,2026.59,1,2022.89,3.7,0.18,9.37,0.46,-2.12,-0.10,39.98,0.40
315,多头进场,2024-02-20 09:02,①挂多,2022.89,1,2022.89,3.7,0.18,9.37,0.46,-2.12,-0.10,39.98,0.40
316,多头出场,2024-02-21 17:02,❌止损,2023.96,1,2030.2,-6.24,-0.31,0.15,0.01,-6.24,-0.31,33.74,0.34
316,多头进场,2024-02-21 16:02,①挂多,2030.2,1,2030.2,-6.24,-0.31,0.15,0.01,-6.24,-0.31,33.74,0.34
317,空头出场,2024-02-23 11:02,✅移动止盈,2019.39,1,2019.66,0.27,0.01,1.27,0.06,0,0.00,34.01,0.34
317,空头进场,2024-02-23 10:02,①挂空,2019.66,1,2019.66,0.27,0.01,1.27,0.06,0,0.00,34.01,0.34
318,多头出场,2024-03-05 03:02,✅移动止盈,2110.53,1,2057.51,53.02,2.58,62.41,3.03,0,0.00,87.03,0.87
318,多头进场,2024-03-01 17:02,①挂多,2057.51,1,2057.51,53.02,2.58,62.41,3.03,0,0.00,87.03,0.87
319,多头出场,2024-03-07 16:02,✅移动止盈,2155.11,1,2141.89,13.22,0.62,22.88,1.07,-9.79,-0.46,100.25,1.00
319,多头进场,2024-03-06 16:02,①挂多,2141.89,1,2141.89,13.22,0.62,22.88,1.07,-9.79,-0.46,100.25,1.00
320,多头出场,2024-03-08 16:02,✅移动止盈,2173.08,1,2164.77,8.31,0.38,20.67,0.95,-8.28,-0.38,108.56,1.09
320,多头进场,2024-03-08 10:02,①挂多,2164.77,1,2164.77,8.31,0.38,20.67,0.95,-8.28,-0.38,108.56,1.09
321,多头出场,2024-03-18 05:02,❌止损,2146.39,1,2185.44,-39.05,-1.79,9.75,0.45,-39.05,-1.79,69.51,0.70
321,多头进场,2024-03-08 19:02,①挂多,2185.44,1,2185.44,-39.05,-1.79,9.75,0.45,-39.05,-1.79,69.51,0.70
322,多头出场,2024-03-21 01:02,✅移动止盈,2198.03,1,2163.64,34.39,1.59,59.23,2.74,-8.95,-0.41,103.9,1.04
322,多头进场,2024-03-20 16:02,①挂多,2163.64,1,2163.64,34.39,1.59,59.23,2.74,-8.95,-0.41,103.9,1.04
323,空头出场,2024-03-21 16:02,✅移动止盈,2186.79,1,2192.52,5.73,0.26,5.73,0.26,0,0.00,109.63,1.10
323,空头进场,2024-03-21 15:02,①挂空,2192.52,1,2192.52,5.73,0.26,5.73,0.26,0,0.00,109.63,1.10
324,空头出场,2024-03-22 10:02,✅移动止盈,2168.52,1,2166.47,-2.05,-0.09,3.83,0.18,-2.05,-0.09,107.58,1.08
324,空头进场,2024-03-22 09:02,①挂空,2166.47,1,2166.47,-2.05,-0.09,3.83,0.18,-2.05,-0.09,107.58,1.08
325,空头出场,2024-03-22 12:02,✅移动止盈,2167.1,1,2166.47,-0.63,-0.03,0.75,0.03,-0.65,-0.03,106.95,1.07
325,空头进场,2024-03-22 11:02,①挂空,2166.47,1,2166.47,-0.63,-0.03,0.75,0.03,-0.65,-0.03,106.95,1.07
326,空头出场,2024-03-22 18:02,✅移动止盈,2166.65,1,2166.47,-0.18,-0.01,0.95,0.04,-0.19,-0.01,106.77,1.07
326,空头进场,2024-03-22 17:02,①挂空,2166.47,1,2166.47,-0.18,-0.01,0.95,0.04,-0.19,-0.01,106.77,1.07
327,多头出场,2024-03-26 15:02,✅移动止盈,2185.14,1,2178.36,6.78,0.31,21.77,1.00,-10.69,-0.49,113.55,1.14
327,多头进场,2024-03-25 15:02,①挂多,2178.36,1,2178.36,6.78,0.31,21.77,1.00,-10.69,-0.49,113.55,1.14
328,多头出场,2024-03-28 15:02,✅移动止盈,2204.35,1,2197.63,6.72,0.31,19.52,0.89,-6.72,-0.31,120.27,1.20
328,多头进场,2024-03-28 07:02,①挂多,2197.63,1,2197.63,6.72,0.31,19.52,0.89,-6.72,-0.31,120.27,1.20
329,多头出场,2024-04-01 02:02,✅移动止盈,2236.18,1,2217.15,19.03,0.86,26.03,1.17,-0.38,-0.02,139.3,1.39
329,多头进场,2024-03-28 18:02,①挂多,2217.15,1,2217.15,19.03,0.86,26.03,1.17,-0.38,-0.02,139.3,1.39
330,多头出场,2024-04-04 22:02,✅移动止盈,2289.49,1,2265.71,23.78,1.05,39.95,1.76,-14.87,-0.66,163.08,1.63
330,多头进场,2024-04-02 12:02,①挂多,2265.71,1,2265.71,23.78,1.05,39.95,1.76,-14.87,-0.66,163.08,1.63
331,多头出场,2024-04-12 18:02,✅移动止盈,2403.03,1,2354.03,49,2.08,77.49,3.29,-34.65,-1.47,212.08,2.12
331,多头进场,2024-04-09 10:02,①挂多,2354.03,1,2354.03,49,2.08,77.49,3.29,-34.65,-1.47,212.08,2.12
332,空头出场,2024-04-23 13:02,✅移动止盈,2296.8,1,2295.64,-1.16,-0.05,4.13,0.18,-1.16,-0.05,210.92,2.11
332,空头进场,2024-04-23 12:02,①挂空,2295.64,1,2295.64,-1.16,-0.05,4.13,0.18,-1.16,-0.05,210.92,2.11
333,多头出场,2024-05-10 17:02,✅移动止盈,2359.33,1,2334.48,24.85,1.06,43.98,1.88,-57.14,-2.45,235.77,2.36
333,多头进场,2024-04-24 17:02,①挂多,2334.48,1,2334.48,24.85,1.06,43.98,1.88,-57.14,-2.45,235.77,2.36
334,空头出场,2024-05-13 07:02,✅移动止盈,2356.79,1,2356.65,-0.14,-0.01,0.33,0.01,-0.16,-0.01,235.63,2.36
334,空头进场,2024-05-13 06:02,①挂空,2356.65,1,2356.65,-0.14,-0.01,0.33,0.01,-0.16,-0.01,235.63,2.36
335,空头出场,2024-05-13 19:02,✅移动止盈,2336.55,1,2338.48,1.93,0.08,6.31,0.27,0,0.00,237.56,2.38
335,空头进场,2024-05-13 18:02,①挂空,2338.48,1,2338.48,1.93,0.08,6.31,0.27,0,0.00,237.56,2.38
