signal_id,timestamp,symbol,decision,coarse_result,fine_result,coarse_reason,fine_reason,box_score,rsi,atr
173,1745251200.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,"RSI 超买, 价格接近上边界",100.0,84.9034749034747,13.041428571428664
174,1745326800.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,所有精筛规则通过,100.0,59.14541782378183,20.32499999999995
175,1745402400.0,XAUUSD,LONG_ONLY,SHORT_ONLY,LONG_ONLY,下降趋势,价格接近下边界,100.0,35.68992248062007,28.224999999999973
176,1745478000.0,XAUUSD,SHORT_ONLY,SHORT_ONLY,SHORT_ONLY,下降趋势,所有精筛规则通过,85.79956065664574,64.87240104261377,21.59214285714282
177,1745553600.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,所有精筛规则通过,75.79352518896478,56.34702457956028,15.822857142857076
178,1745802000.0,XAUUSD,SHORT_ONLY,SHORT_ONLY,SHORT_ONLY,下降趋势,所有精筛规则通过,100.0,51.58461231811856,16.221428571428564
179,1745874000.0,XAUUSD,SHORT_ONLY,SHORT_ONLY,SHORT_ONLY,下降趋势,价格接近上边界,85.82985640977797,70.33967170485955,15.32928571428569
180,1745949600.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,价格接近下边界,78.61886624520618,40.13748597081912,12.907142857142844
181,1746025200.0,XAUUSD,SHORT_ONLY,SHORT_ONLY,SHORT_ONLY,下降趋势,所有精筛规则通过,100.0,38.13579094727,13.440714285714193
182,1746100800.0,XAUUSD,LONG_ONLY,SHORT_ONLY,LONG_ONLY,下降趋势,"RSI 超卖, 价格接近下边界",100.0,14.95075343042329,15.715714285714219
183,1746176400.0,XAUUSD,SHORT_ONLY,SHORT_ONLY,SHORT_ONLY,下降趋势,"RSI 超买, 价格接近上边界",77.00667237616884,77.47774928345157,10.828571428571422
184,1746424800.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,所有精筛规则通过,78.192268114548,51.663482967208,15.481428571428523
185,1746500400.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,价格接近上边界,100.0,68.4732554020548,10.054999999999998
186,1746572400.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,"RSI 超买, 价格接近上边界",100.0,88.3990176587529,13.183571428571375
187,1746648000.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,所有精筛规则通过,83.05706366984353,55.51902301550027,12.424285714285686
188,1746723600.0,XAUUSD,SHORT_ONLY,SHORT_ONLY,SHORT_ONLY,下降趋势,所有精筛规则通过,100.0,42.31435722995964,18.006428571428614
189,1746799200.0,XAUUSD,SHORT_ONLY,SHORT_ONLY,SHORT_ONLY,下降趋势,所有精筛规则通过,100.0,61.27990727709248,16.065714285714357
190,1747047600.0,XAUUSD,LONG_ONLY,SHORT_ONLY,LONG_ONLY,下降趋势,"RSI 超卖, 价格接近下边界",100.0,20.102726626960276,20.374285714285666
191,1747123200.0,XAUUSD,NONE,SHORT_ONLY,NONE,下降趋势,箱体质量不足,55.61031568239147,61.3069544364509,12.312857142857183
192,1747198800.0,XAUUSD,NONE,BOTH,NONE,趋势不明确,箱体质量不足,66.76045908922623,40.10585829423807,11.265714285714271
193,1747274400.0,XAUUSD,LONG_ONLY,SHORT_ONLY,LONG_ONLY,下降趋势,价格接近下边界,100.0,29.638048609896884,13.572142857142808
194,1747346400.0,XAUUSD,SHORT_ONLY,SHORT_ONLY,SHORT_ONLY,下降趋势,"RSI 超买, 价格接近上边界",100.0,92.70841974284531,15.027142857142833
195,1747422000.0,XAUUSD,NONE,NONE,NONE,"上升趋势, 不适合交易时段",粗筛已拒绝,100.0,38.42817948491015,17.41785714285717
196,1747670400.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,价格接近上边界,81.96687339954666,47.93150220413715,14.954285714285723
197,1747746000.0,XAUUSD,NONE,LONG_ONLY,NONE,上升趋势,箱体质量不足,65.96162030533493,51.509277208529696,10.492857142857149
198,1747821600.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,价格接近上边界,100.0,65.26804225491165,12.432142857142837
199,1747897200.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,价格接近上边界,91.83845120042119,73.43099045827171,9.933571428571506
200,1747972800.0,XAUUSD,SHORT_ONLY,SHORT_ONLY,SHORT_ONLY,下降趋势,所有精筛规则通过,89.50745289407286,58.14245371823046,14.69142857142856
201,1748221200.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,价格接近上边界,100.0,57.757912042745446,12.664285714285727
202,1748293200.0,XAUUSD,NONE,LONG_ONLY,NONE,上升趋势,箱体质量不足,66.46402952304015,40.19633169723592,6.6007142857142105
203,1748376000.0,XAUUSD,LONG_ONLY,SHORT_ONLY,LONG_ONLY,下降趋势,价格接近下边界,100.0,25.971370143149414,13.432142857142837
204,1748451600.0,XAUUSD,NONE,SHORT_ONLY,NONE,下降趋势,箱体质量不足,66.06559773868099,45.430929095354514,11.039285714285663
205,1748527200.0,XAUUSD,SHORT_ONLY,SHORT_ONLY,SHORT_ONLY,下降趋势,价格接近上边界,100.0,55.952634947727965,14.040714285714232
206,1748602800.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,"RSI 超卖, 价格接近下边界",79.01578189479432,23.084200567643506,9.773571428571488
207,1748851200.0,XAUUSD,SHORT_ONLY,BOTH,SHORT_ONLY,趋势不明确,"RSI 超买, 价格接近上边界",76.26992263957446,75.8733762138982,10.08428571428567
208,1748926800.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,价格接近上边界,100.0,59.667231551379,10.62714285714284
209,1749002400.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,所有精筛规则通过,90.90430195595872,48.414918414918304,8.419285714285738
210,1749074400.0,XAUUSD,SHORT_ONLY,BOTH,SHORT_ONLY,趋势不明确,价格接近上边界,79.11729663460659,62.207538994800714,11.45357142857139
211,1749150000.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,价格接近下边界,100.0,42.108224702241436,14.208571428571465
212,1749225600.0,XAUUSD,NONE,NONE,NONE,"下降趋势, 不适合交易时段",粗筛已拒绝,61.627000631575456,36.05646493467475,10.577142857142787
213,1749474000.0,XAUUSD,SHORT_ONLY,SHORT_ONLY,SHORT_ONLY,下降趋势,所有精筛规则通过,100.0,51.70746449078287,9.405714285714339
214,1749549600.0,XAUUSD,SHORT_ONLY,SHORT_ONLY,SHORT_ONLY,下降趋势,价格接近上边界,84.70688573525626,44.22843256379097,8.586428571428444
215,1749625200.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,价格接近上边界,70.57504428880054,48.71868289191127,9.077142857142851
216,1749700800.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,价格接近上边界,98.86740959745325,73.30767489246108,14.11928571428572
217,1749776400.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,价格接近上边界,91.35643826297253,74.46194225721788,11.44714285714284
218,1749848400.0,XAUUSD,NONE,NONE,NONE,"上升趋势, 不适合交易时段",粗筛已拒绝,100.0,57.6938972310236,12.280000000000005
219,1750096800.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,所有精筛规则通过,100.0,29.730026338893822,11.378571428571506
220,1750172400.0,XAUUSD,NONE,SHORT_ONLY,NONE,下降趋势,箱体质量不足,60.22047664315173,44.4851547694252,10.755714285714314
221,1750248000.0,XAUUSD,NONE,SHORT_ONLY,NONE,下降趋势,箱体质量不足,64.22356475075047,45.86909871244645,8.232142857142922
222,1750323600.0,XAUUSD,LONG_ONLY,SHORT_ONLY,LONG_ONLY,下降趋势,"RSI 超卖, 价格接近下边界",75.19991232716576,23.365471527568843,10.227857142857179
223,1750406400.0,XAUUSD,LONG_ONLY,SHORT_ONLY,LONG_ONLY,下降趋势,价格接近下边界,70.1657279380762,29.15023305844393,8.831428571428562
224,1750654800.0,XAUUSD,SHORT_ONLY,SHORT_ONLY,SHORT_ONLY,下降趋势,所有精筛规则通过,100.0,58.85531810365997,11.371428571428591
225,1750730400.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,价格接近下边界,83.4577401564703,42.307355132813306,13.835000000000036
226,1750802400.0,XAUUSD,SHORT_ONLY,SHORT_ONLY,SHORT_ONLY,下降趋势,所有精筛规则通过,93.99160520863488,44.82969860328345,11.785714285714318
227,1750878000.0,XAUUSD,NONE,SHORT_ONLY,NONE,下降趋势,箱体质量不足,65.6232877027696,56.20404411764703,7.671428571428578
228,1750953600.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,价格接近下边界,74.84887138816548,36.39008172877124,9.79642857142861
229,1751029200.0,XAUUSD,LONG_ONLY,SHORT_ONLY,LONG_ONLY,下降趋势,"RSI 超卖, 价格接近下边界",100.0,16.510401406387373,9.877142857142937
230,1751277600.0,XAUUSD,SHORT_ONLY,SHORT_ONLY,SHORT_ONLY,下降趋势,价格接近上边界,89.4916215154075,63.982430453879616,10.247857142857097
231,1751353200.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,"RSI 超买, 价格接近上边界",100.0,81.92327022951912,7.264285714285701
232,1751428800.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,所有精筛规则通过,100.0,29.48654037886331,7.360714285714266
233,1751504400.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,价格接近上边界,86.35657072231582,73.06060091665228,7.421428571428578
234,1751576400.0,XAUUSD,BOTH,BOTH,BOTH,趋势不明确,所有精筛规则通过,100.0,39.082661290322356,11.604285714285684
235,1751652000.0,XAUUSD,NONE,NONE,NONE,"下降趋势, 不适合交易时段",粗筛已拒绝,55.513294011723,53.33147477000266,5.8328571428571
236,1751914800.0,XAUUSD,SHORT_ONLY,SHORT_ONLY,SHORT_ONLY,下降趋势,所有精筛规则通过,100.0,64.58039215686264,9.141428571428605
237,1751990400.0,XAUUSD,NONE,LONG_ONLY,NONE,上升趋势,箱体质量不足,67.89379132610334,28.47918058338901,7.248571428571495
238,1752066000.0,XAUUSD,LONG_ONLY,SHORT_ONLY,LONG_ONLY,下降趋势,价格接近下边界,100.0,43.40796019900534,7.78285714285721
239,1752141600.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,价格接近上边界,100.0,60.08724100327185,6.392142857142907
240,1752217200.0,XAUUSD,NONE,LONG_ONLY,NONE,上升趋势,箱体质量不足,67.93368378487627,76.07512248230901,6.202142857142787
241,1752465600.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,所有精筛规则通过,100.0,61.497056349873944,9.047142857142976
242,1752541200.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,价格接近下边界,79.71346368386932,31.238367931281147,7.844285714285694
243,1752613200.0,XAUUSD,LONG_ONLY,SHORT_ONLY,LONG_ONLY,下降趋势,"RSI 超卖, 价格接近下边界",100.0,22.31244483671705,9.738571428571438
244,1752688800.0,XAUUSD,NONE,SHORT_ONLY,NONE,下降趋势,箱体质量不足,61.50252430110791,59.80024968789003,10.585714285714305
245,1752764400.0,XAUUSD,LONG_ONLY,BOTH,LONG_ONLY,趋势不明确,"RSI 超卖, 价格接近下边界",100.0,14.896472392638657,8.235714285714266
246,1752840000.0,XAUUSD,SHORT_ONLY,BOTH,SHORT_ONLY,趋势不明确,价格接近上边界,100.0,65.19902156993581,5.787857142857027
247,1753088400.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,价格接近上边界,82.29921596071634,68.18858560794095,5.812142857142882
248,1753164000.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,价格接近上边界,100.0,55.43824701195224,6.795714285714309
249,1753239600.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,"RSI 超买, 价格接近上边界",100.0,87.67705382436264,8.407142857142876
250,1753311600.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,价格接近下边界,100.0,26.90860541327855,9.777857142857133
251,1753387200.0,XAUUSD,SHORT_ONLY,SHORT_ONLY,SHORT_ONLY,下降趋势,所有精筛规则通过,97.19264598902168,39.529914529914684,8.87785714285714
252,1753462800.0,XAUUSD,NONE,NONE,NONE,"下降趋势, 不适合交易时段",粗筛已拒绝,100.0,11.451551129834613,7.769285714285713
253,1753711200.0,XAUUSD,NONE,SHORT_ONLY,NONE,下降趋势,箱体质量不足,67.73273513859985,49.844582593250074,7.630714285714281
254,1753786800.0,XAUUSD,SHORT_ONLY,SHORT_ONLY,SHORT_ONLY,下降趋势,所有精筛规则通过,91.15359156274863,67.00918233493645,6.84642857142863
255,1753862400.0,XAUUSD,NONE,BOTH,NONE,趋势不明确,箱体质量不足,56.26680622980966,45.30690231669477,6.144999999999917
256,1753938000.0,XAUUSD,SHORT_ONLY,SHORT_ONLY,SHORT_ONLY,下降趋势,所有精筛规则通过,100.0,35.14159292035414,11.301428571428557
257,1754013600.0,XAUUSD,NONE,SHORT_ONLY,NONE,下降趋势,箱体质量不足,57.86830022657307,30.922112802148945,7.970714285714296
258,1754085600.0,XAUUSD,NONE,NONE,NONE,"上升趋势, 不适合交易时段",粗筛已拒绝,100.0,86.08364112951278,11.53642857142849
259,1754334000.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,所有精筛规则通过,85.99442213888678,62.45911388641064,8.58928571428565
260,1754409600.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,价格接近上边界,98.51771298166426,47.44634610160267,7.750714285714366
261,1754485200.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,价格接近下边界,86.89140017015951,31.58399233165582,5.962857142857176
262,1754560800.0,XAUUSD,SHORT_ONLY,BOTH,SHORT_ONLY,趋势不明确,价格接近上边界,84.1285217964658,69.31000971817295,7.102142857142813
263,1754636400.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,所有精筛规则通过,72.34387672343836,56.24665596575698,11.007142857142819
264,1754884800.0,XAUUSD,NONE,LONG_ONLY,NONE,上升趋势,箱体质量不足,45.41428336442142,45.487321235428304,12.797142857142783
265,1754960400.0,XAUUSD,LONG_ONLY,SHORT_ONLY,LONG_ONLY,下降趋势,价格接近下边界,80.20910929019864,41.23216428857156,10.313571428571354
266,1755032400.0,XAUUSD,NONE,SHORT_ONLY,NONE,下降趋势,箱体质量不足,59.60867265996932,45.55971973276853,11.154285714285704
267,1755108000.0,XAUUSD,NONE,BOTH,NONE,趋势不明确,箱体质量不足,69.95466361466795,56.570327552986654,7.728571428571448
268,1755183600.0,XAUUSD,LONG_ONLY,BOTH,LONG_ONLY,趋势不明确,价格接近下边界,92.8079701120793,44.0284601050316,9.149285714285659
269,1755259200.0,XAUUSD,SHORT_ONLY,SHORT_ONLY,SHORT_ONLY,下降趋势,所有精筛规则通过,71.26459230325429,56.50029019152668,5.432857142857172
270,1755507600.0,XAUUSD,SHORT_ONLY,BOTH,SHORT_ONLY,趋势不明确,价格接近上边界,100.0,55.336322869955055,7.589999999999918
271,1755583200.0,XAUUSD,BOTH,BOTH,BOTH,趋势不明确,所有精筛规则通过,92.06049778626112,40.07415858528244,5.274999999999993
272,1755658800.0,XAUUSD,LONG_ONLY,SHORT_ONLY,LONG_ONLY,下降趋势,"RSI 超卖, 价格接近下边界",100.0,20.551061678463398,6.116428571428547
273,1755730800.0,XAUUSD,SHORT_ONLY,BOTH,SHORT_ONLY,趋势不明确,"RSI 超买, 价格接近上边界",100.0,80.78239608801951,6.0850000000000035
274,1755806400.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,所有精筛规则通过,96.32547594016559,47.052782912302405,7.3478571428571025
275,1755882000.0,XAUUSD,NONE,NONE,NONE,"下降趋势, 不适合交易时段",粗筛已拒绝,74.21189293155985,72.190500908383,8.317142857142926
276,1756130400.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,价格接近上边界,100.0,48.71323529411757,4.895714285714218
277,1756206000.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,价格接近上边界,100.0,54.53228143616176,8.759285714285657
278,1756281600.0,XAUUSD,NONE,LONG_ONLY,NONE,上升趋势,箱体质量不足,69.04901029873729,47.59874326750458,5.451428571428518
279,1756357200.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,所有精筛规则通过,86.38355240984218,66.11661166116612,6.291428571428631
280,1756432800.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,价格接近上边界,100.0,63.550682823620356,6.867857142857117
281,1756504800.0,XAUUSD,NONE,NONE,NONE,"上升趋势, 不适合交易时段",粗筛已拒绝,100.0,80.81871345029299,8.041428571428598
282,1756753200.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,价格接近上边界,99.43525628735651,41.227593699076685,8.668571428571406
283,1756836000.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,价格接近上边界,100.0,63.31493010689516,11.721428571428532
284,1756911600.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,价格接近上边界,74.54564778403616,66.19954303122617,9.522857142857154
285,1756987200.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,所有精筛规则通过,100.0,28.881202607423205,11.62214285714273
286,1757062800.0,XAUUSD,NONE,BOTH,NONE,趋势不明确,箱体质量不足,48.157860882129356,49.710117823078406,7.867857142857052
287,1757311200.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,价格接近上边界,100.0,52.92576419213964,11.182857142857172
288,1757386800.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,价格接近上边界,100.0,71.84792219275009,8.663571428571393
289,1757458800.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,价格接近下边界,93.78362971511201,36.393777097679134,12.13357142857142
290,1757534400.0,XAUUSD,SHORT_ONLY,BOTH,SHORT_ONLY,趋势不明确,价格接近上边界,76.40429107788438,60.90436174469797,8.643571428571445
291,1757610000.0,XAUUSD,SHORT_ONLY,SHORT_ONLY,SHORT_ONLY,下降趋势,所有精筛规则通过,86.76925936408252,37.50217429118112,11.20071428571425
292,1757685600.0,XAUUSD,NONE,BOTH,NONE,趋势不明确,箱体质量不足,68.52037896101878,61.853058269996545,6.736428571428568
293,1757934000.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,所有精筛规则通过,82.82588946560404,46.3721030972489,6.477857142857114
294,1758009600.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,价格接近上边界,100.0,65.92531120331918,7.577857142857121
295,1758085200.0,XAUUSD,NONE,LONG_ONLY,NONE,上升趋势,箱体质量不足,67.23212862784027,36.399927417891156,8.033571428571479
296,1758160800.0,XAUUSD,SHORT_ONLY,SHORT_ONLY,SHORT_ONLY,下降趋势,所有精筛规则通过,100.0,52.29854549315211,13.282857142857145
297,1758232800.0,XAUUSD,NONE,SHORT_ONLY,NONE,下降趋势,箱体质量不足,68.3285505441552,47.629093831625326,11.372142857142924
298,1758308400.0,XAUUSD,NONE,NONE,NONE,"下降趋势, 不适合交易时段",粗筛已拒绝,97.73163028815858,65.04742742167285,9.612857142857138
299,1758556800.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,"RSI 超买, 价格接近上边界",100.0,77.63177998472091,9.885714285714325
300,1758632400.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,价格接近上边界,100.0,70.61633461493633,10.707857142857133
301,1758708000.0,XAUUSD,NONE,LONG_ONLY,NONE,上升趋势,箱体质量不足,63.992934759906454,48.716525600110735,10.481428571428685
302,1758783600.0,XAUUSD,SHORT_ONLY,SHORT_ONLY,SHORT_ONLY,下降趋势,所有精筛规则通过,100.0,36.008180943214484,11.082857142857133
303,1758859200.0,XAUUSD,NONE,SHORT_ONLY,NONE,下降趋势,箱体质量不足,66.18684375841286,39.389983384761415,13.768571428571509
304,1759107600.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,价格接近上边界,93.19116022845907,61.69392645067177,11.250714285714334
305,1759179600.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,价格接近上边界,100.0,59.10372040586254,12.559285714285709
306,1759255200.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,所有精筛规则通过,100.0,47.179990191270285,19.030000000000005
307,1759330800.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,所有精筛规则通过,91.90020295619016,56.05459636024247,11.762857142857131
308,1759406400.0,XAUUSD,NONE,LONG_ONLY,NONE,上升趋势,箱体质量不足,62.26412367737267,65.42243262927911,9.33142857142853
309,1759482000.0,XAUUSD,SHORT_ONLY,SHORT_ONLY,SHORT_ONLY,下降趋势,所有精筛规则通过,100.0,70.84516565246814,9.917857142857104
310,1759730400.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,"RSI 超买, 价格接近上边界",100.0,78.95120174799709,13.154285714285672
311,1759806000.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,价格接近上边界,84.48317949295722,65.12460826742326,13.455714285714228
312,1759878000.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,价格接近上边界,79.77868229798516,66.49751917004934,13.33499999999997
313,1759953600.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,价格接近上边界,100.0,72.6571250777845,13.542142857142867
314,1760029200.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,所有精筛规则通过,70.30429662945207,50.48272128485075,16.469285714285757
315,1760104800.0,XAUUSD,SHORT_ONLY,SHORT_ONLY,SHORT_ONLY,下降趋势,所有精筛规则通过,83.46016122488528,55.030487804877914,17.078571428571554
316,1760353200.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,"RSI 超买, 价格接近上边界",100.0,89.02634389462446,20.833571428571435
317,1760428800.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,所有精筛规则通过,100.0,59.11198966015382,18.751428571428505
318,1760504400.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,价格接近上边界,85.98082058365736,69.74732334047134,18.72000000000006
319,1760580000.0,XAUUSD,NONE,LONG_ONLY,NONE,上升趋势,箱体质量不足,60.76633855772836,50.88658414185353,17.552142857142826
320,1760652000.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,"RSI 超买, 价格接近上边界",100.0,92.21527320605661,18.82928571428556
321,1760727600.0,XAUUSD,NONE,NONE,NONE,"上升趋势, 不适合交易时段",粗筛已拒绝,100.0,24.606866002214815,35.834285714285606
322,1760976000.0,XAUUSD,SHORT_ONLY,SHORT_ONLY,SHORT_ONLY,下降趋势,价格接近上边界,89.11803511620825,66.21802805280535,24.51928571428581
323,1761051600.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,"RSI 超卖, 价格接近下边界",100.0,21.580005482957205,26.540000000000028
324,1761127200.0,XAUUSD,SHORT_ONLY,SHORT_ONLY,SHORT_ONLY,下降趋势,所有精筛规则通过,100.0,55.36067736969436,33.591428571428615
325,1761202800.0,XAUUSD,SHORT_ONLY,SHORT_ONLY,SHORT_ONLY,下降趋势,所有精筛规则通过,75.57563844126535,53.40206185567015,27.742857142857183
326,1761278400.0,XAUUSD,NONE,LONG_ONLY,NONE,上升趋势,箱体质量不足,67.7336999848301,53.797019162526695,19.734285714285697
327,1761526800.0,XAUUSD,SHORT_ONLY,SHORT_ONLY,SHORT_ONLY,下降趋势,所有精筛规则通过,94.55825413586754,52.28781842327657,25.532857142857146
328,1761598800.0,XAUUSD,LONG_ONLY,SHORT_ONLY,LONG_ONLY,下降趋势,价格接近下边界,100.0,29.82159514925371,23.298571428571417
329,1761674400.0,XAUUSD,SHORT_ONLY,SHORT_ONLY,SHORT_ONLY,下降趋势,所有精筛规则通过,100.0,39.776442520102485,25.805714285714334
330,1761750000.0,XAUUSD,SHORT_ONLY,BOTH,SHORT_ONLY,趋势不明确,"RSI 超买, 价格接近上边界",100.0,78.99468219802469,19.57999999999999
331,1761825600.0,XAUUSD,SHORT_ONLY,BOTH,SHORT_ONLY,趋势不明确,价格接近上边界,96.87055990367256,56.717375366568824,28.311428571428547
332,1761901200.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,所有精筛规则通过,71.37225611021218,55.870151420867145,19.078571428571326
333,1762149600.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,所有精筛规则通过,76.08365480441454,43.638525564803906,20.59571428571423
334,1762225200.0,XAUUSD,NONE,BOTH,NONE,趋势不明确,箱体质量不足,59.66222309271146,42.014129380800526,15.700714285714184
335,1762297200.0,XAUUSD,LONG_ONLY,SHORT_ONLY,LONG_ONLY,下降趋势,"RSI 超卖, 价格接近下边界",89.76972828515726,19.23915197146826,17.49571428571432
336,1762372800.0,XAUUSD,SHORT_ONLY,SHORT_ONLY,SHORT_ONLY,下降趋势,价格接近上边界,78.900939985539,58.893915073690486,13.713571428571315
337,1762448400.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,价格接近下边界,95.02196103072092,51.649265453201586,12.239999999999943
338,1762524000.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,所有精筛规则通过,78.0076116407284,61.59102000976098,11.629285714285677
339,1762772400.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,"RSI 超买, 价格接近上边界",100.0,87.7520696242836,12.687142857142883
340,1762848000.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,"RSI 超买, 价格接近上边界",100.0,77.54559729435904,11.168571428571502
341,1762923600.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,价格接近下边界,84.38449386316739,40.51833657999453,13.92428571428575
342,1762999200.0,XAUUSD,SHORT_ONLY,LONG_ONLY,SHORT_ONLY,上升趋势,"RSI 超买, 价格接近上边界",100.0,83.11371400683299,17.59000000000008
343,1763071200.0,XAUUSD,LONG_ONLY,LONG_ONLY,LONG_ONLY,上升趋势,价格接近下边界,100.0,35.52287174373676,21.912857142857188
344,1763146800.0,XAUUSD,NONE,NONE,NONE,"下降趋势, 不适合交易时段",粗筛已拒绝,100.0,25.660254320182688,28.26642857142867
345,1763395200.0,XAUUSD,NONE,SHORT_ONLY,NONE,下降趋势,箱体质量不足,50.99919872753192,47.37635705669481,19.986428571428537
